"","id_no","Range_size","binomial"
"4764","17568",71286948845.4073,"Platyrrhinus chocoensis"
"4765","17571",1466979139011.18,"Platyrrhinus infuscus"
"4766","17572",1009827549594.58,"Platyrrhinus recifinus"
"4767","17574",769716344814.612,"Platyrrhinus vittatus"
"4768","17596",6533487936026.91,"Plecotus auritus"
"4775","17597",3049356402255.84,"Plecotus austriacus"
"4785","17598",4596886833819.22,"Corynorhinus townsendii"
"4786","17599",514936646561.275,"Corynorhinus mexicanus"
"4788","17600",1336202322488.14,"Corynorhinus rafinesquii"
"4789","17601",35902513602.4334,"Plecotus taivanus"
"4790","17602",3405064424.16315,"Plecotus teneriffae"
"4794","17618",796433155311.015,"Plerotes anchietae"
"4795","17828",5291514358.21007,"Podogymnura truei"
"4796","17829",1377621944.99662,"Podogymnura aureospinula"
"4799","17830",68826668504.6126,"Podomys floridanus"
"4800","17831",239457779.726344,"Podoxymys roraimae"
"4801","17877",26888310039.0908,"Pogonomelomys bruijnii"
"4802","17878",102263734091.337,"Pogonomelomys mayeri"
"4804","17879",9683637064.08965,"Abeomelomys sevia"
"4805","17882",220673501.617206,"Pogonomys championi"
"4806","17883",151035630695.666,"Pogonomys loriae"
"4807","17884",317142641698.425,"Pogonomys macrourus"
"4808","17885",117161339065.742,"Pogonomys sylvestris"
"4809","1789",254433868824.52,"Bauerus dubiaquercus"
"4811","1790",4367598171086.91,"Antrozous pallidus"
"4812","179234",230363062.854782,"Tarsius tumpara"
"4814","1793",11817071133471.9,"Aonyx capensis"
"4815","1794",2924429886418.55,"Aonyx congicus"
"4816","17975",452717974873.038,"Pongo pygmaeus"
"4902","18",64739212.0057018,"Abrocoma boliviensis"
"4903","1802",59473292648.1232,"Aotus miconax"
"4904","1807",234087461463.686,"Aotus griseimembra"
"4905","1808",177191578759.668,"Aotus lemurinus"
"4906","18095",3803856976297,"Potamogale velox"
"4907","18102",4229451699.70165,"Potorous longipes"
"4908","18107",17101347.4332747,"Potorous gilbertii"
"4909","18113",7809653696.82286,"Praomys hartwigi"
"4910","18114",56002783608.7743,"Praomys delectorum"
"4911","18115",3744052128093.66,"Praomys jacksoni"
"4913","18116",8768523844.07515,"Praomys minor"
"4916","18117",144160071732.529,"Praomys misonnei"
"4917","18118",1343908542.40157,"Praomys morio"
"4918","18119",14876300347.3088,"Praomys mutoni"
"4920","18120",612376972703.271,"Praomys rostratus"
"4922","18125",27043729935.0969,"Presbytis comata"
"4923","18126",148546882001.28,"Presbytis femoralis"
"4927","18127",312248789372.857,"Presbytis frontata"
"4929","18128",246304528120.101,"Presbytis hosei"
"4933","18129",289754716188.647,"Presbytis melalophos"
"4938","18130",6004480273.5115,"Presbytis potenziani"
"4942","18131",503494907440.215,"Presbytis rubicunda"
"4947","18132",60508915499.9222,"Presbytis thomasi"
"4948","18134",160647489195.742,"Presbytis siamensis"
"4956","18146",9502920534667.37,"Prionailurus bengalensis"
"4965","18148",150962046127.487,"Prionailurus planiceps"
"4966","18149",2416028970528.63,"Prionailurus rubiginosus"
"4968","18150",235706237320.918,"Prionailurus viverrinus"
"4972","18164",32246638336.0332,"Prionomys batesi"
"4973","18230",1076301040.95982,"Procapra przewalskii"
"4978","18231",2394538330963.65,"Procapra picticaudata"
"4979","18232",715733666772.446,"Procapra gutturosa"
"4980","18245",402051938992.005,"Procolobus verus"
"4982","18247",66369134464.0914,"Piliocolobus temminckii"
"4983","18248",84829227577.8771,"Piliocolobus waldronae"
"4985","18250",16691715576.7948,"Piliocolobus bouvieri"
"4987","18255",547819166320.486,"Piliocolobus oustaleti"
"4988","18256",3893262679.84969,"Piliocolobus tephrosceles"
"4994","18257",498485239656.319,"Piliocolobus tholloni"
"4995","18267",488353606.631937,"Procyon pygmaeus"
"4996","18272",70209403281.1634,"Trinomys albispinus"
"4997","18275",1460844711164.88,"Proechimys brevicauda"
"4998","18276",32608231142.0759,"Proechimys canicollis"
"4999","18277",1497170028021.2,"Proechimys guyannensis"
"5000","18278",36746112385.9161,"Proechimys chrysaeolus"
"5002","18279",3500125381203.01,"Proechimys cuvieri"
"5003","18280",65536942855.703,"Proechimys decumanus"
"5004","18281",63989208085.3351,"Trinomys dimidiatus"
"5005","18282",1029773277061.2,"Proechimys goeldii"
"5006","18284",329800247505.393,"Proechimys guairae"
"5007","18287",300583948215.248,"Proechimys hoplomyoides"
"5008","18288",702152550149.143,"Trinomys iheringi"
"5009","18289",1349088109163.37,"Proechimys longicaudatus"
"5010","18291",390607118.152427,"Proechimys mincae"
"5011","18293",22757487894.7724,"Proechimys oconnelli"
"5012","18294",1703345296869.33,"Proechimys roberti"
"5013","18296",1498656175804.03,"Proechimys quadruplicatus"
"5014","18297",348118047770.097,"Proechimys semispinosus"
"5016","18298",414903903621.483,"Trinomys setosus"
"5017","18299",1935012331235.87,"Proechimys simonsi"
"5018","18300",1677776521717.31,"Proechimys steerei"
"5019","18301",19256217808.6926,"Proechimys trinitatis"
"5021","18305",6663943404.68036,"Proedromys bedfordi"
"5022","18306",4129642986496.63,"Caracal aurata"
"5025","18339",23671912405.0463,"Prometheomys schaposchnikowi"
"5026","18340",4618210906667.71,"Promops centralis"
"5028","18341",8029235887488.88,"Promops nasutus"
"5030","18352",1721741025.99355,"Propithecus tattersalli"
"5031","18354",67832485024.966,"Propithecus verreauxi"
"5032","18355",30814266153.921,"Propithecus coquereli"
"5033","18356",45278195545.6604,"Propithecus coronatus"
"5034","18357",26066854153.2535,"Propithecus deckenii"
"5035","18358",16421243926.2711,"Propithecus diadema"
"5037","18359",3073350034.98313,"Propithecus edwardsi"
"5038","18360",1692885883.48873,"Propithecus candidus"
"5039","18361",62300353.7979047,"Propithecus perrieri"
"5040","18362",1530695842.37437,"Prosciurillus abstrusus"
"5041","18363",170594237286.155,"Prosciurillus leucomus"
"5052","18364",127804531894.082,"Prosciurillus murinus"
"5055","18365",110133750974.187,"Prosciurillus weberi"
"5056","18372",5997315151802.89,"Proteles cristata"
"5058","18385",315507134171.967,"Protoxerus aubinnii"
"5059","18386",3388918628853.62,"Protoxerus stangeri"
"5060","18418",2313613925309.57,"Psammomys obesus"
"5061","18419",135259624298.089,"Psammomys vexillaris"
"5062","18447",3092032027.20175,"Pseudantechinus mimulus"
"5063","18492",18007812631.043,"Pseudocheirus occidentalis"
"5064","18502",5210848896.26804,"Pseudochirops archeri"
"5065","18503",25738514217.0654,"Pseudochirops albertisii"
"5067","18504",185300978706.501,"Pseudochirops corinnae"
"5068","18505",197734762420.866,"Pseudochirops cupreus"
"5069","18507",37928032881.8749,"Pseudochirulus caroli"
"5070","18508",895813812.064428,"Pseudochirulus cinereus"
"5071","18509",3432761204.76433,"Pseudochirulus herbertensis"
"5072","18535",64053629981.5819,"Pseudois nayaur ssp. schaeferi"
"5073","18549",92995378.4202403,"Pseudomys fieldi"
"5076","18550",16696341750.3876,"Pseudomys fumeus"
"5077","18552",89951884364.9079,"Pseudomys novaehollandiae"
"5080","18553",51491414706.1951,"Pseudomys occidentalis"
"5081","18554",26516215395.62,"Pseudomys oralis"
"5082","18555",6939082065.71065,"Pseudomys pilligaensis"
"5083","18557",32075836336.2094,"Pseudomys shortridgei"
"5085","18558",221496577358.735,"Pseudomys albocinereus"
"5086","18559",35937006575.9813,"Pseudomys apodemoides"
"5087","18561",1835569115839.33,"Pseudomys delicatulus"
"5088","18562",5158687772928.34,"Pseudomys desertor"
"5091","18563",65317283367.4617,"Mastacomys fuscus"
"5094","18565",337741326122.916,"Pseudomys gracilicaudatus"
"5096","18566",3846942821546.85,"Pseudomys hermannsburgensis"
"5097","18567",64548423736.9878,"Pseudomys higginsi"
"5099","18568",766537194133.577,"Pseudomys johnsoni"
"5100","18570",1006949822384.66,"Pseudomys nanus"
"5101","18571",404417544405.894,"Pseudomys patrius"
"5102","18597",13994985688.9855,"Pseudoryx nghetinhensis"
"5103","18598",3116965449315.73,"Pseudoryzomys simplex"
"5104","18653",271017143965.601,"Ptenochirus jagori"
"5132","18654",118793760829.086,"Ptenochirus minor"
"5138","18655",105812854.716568,"Mirimiri acrodonta"
"5139","18656",8736503614.31368,"Pteralopex anceps"
"5141","18657",5153554339.18409,"Pteralopex atrata"
"5143","18658",628716025.241091,"Pteralopex pulchra"
"5144","1869",245471869999.828,"Aplodontia rufa"
"5145","18701",168642956319.278,"Pteromys momonga"
"5148","18702",13737442435746.2,"Pteromys volans"
"5149","18703",393205984655.492,"Pteromyscus pulverulentus"
"5153","18705",3471859789805.05,"Pteronotus davyi"
"5156","18706",3202565122687.66,"Pteronotus gymnonotus"
"5157","18707",119896668493.848,"Pteronotus macleayii"
"5160","18709",4748166265710.36,"Pteronotus personatus"
"5161","18710",200546183747.529,"Pteronotus quadridens"
"5165","18711",6631559751977.53,"Pteronura brasiliensis"
"5166","18713",75834563672.8315,"Pteropus admiralitatum"
"5196","18714",158455861.340336,"Pteropus aldabrensis"
"5198","18715",1427134855312.47,"Pteropus alecto"
"5212","18716",11333511138.374,"Pteropus anetianus"
"5233","18719",22506982460.057,"Pteropus caniceps"
"5239","18721",219525839982.611,"Pteropus conspicillatus"
"5266","18722",2890665619.70397,"Pteropus dasymallus"
"5294","18723",577188525.114173,"Pteropus faunulus"
"5298","18724",323703658.82498,"Pteropus fundatus"
"5300","18725",4003761099214.93,"Pteropus giganteus"
"5303","18726",3297525165.17042,"Pteropus gilliardorum"
"5305","18727",222132823519.941,"Pteropus griseus"
"5320","18728",3886934.26303915,"Pteropus howensis"
"5321","18729",524209429945.404,"Pteropus hypomelanus"
"5369","18731",48553284748.5265,"Pteropus leucopterus"
"5372","18732",265681962.491041,"Pteropus livingstonii"
"5374","18733",65888601726.9034,"Pteropus lombocensis"
"5382","18734",106826974665.276,"Pteropus lylei"
"5384","18735",619521293734.49,"Pteropus macrotis"
"5389","18736",12629986111.8389,"Pteropus mahaganus"
"5394","18737",1025735438.52856,"Pteropus mariannus"
"5409","18739",31588240744.2181,"Pteropus melanopogon"
"5411","18740",7219394004.18197,"Pteropus melanotus"
"5421","18741",346300095.0312,"Pteropus molossinus"
"5423","18742",672546212681.254,"Pteropus neohibernicus"
"5437","18743",4413638613.34482,"Pteropus niger"
"5439","18744",511707170.794724,"Pteropus nitendiensis"
"5441","18745",26749184832.2861,"Pteropus ocularis"
"5443","18746",18361157197.2759,"Pteropus ornatus"
"5447","18747",25277049662.019,"Pteropus personatus"
"5455","18750",2597564380.27862,"Pteropus pohlei"
"5458","18751",249322563933.926,"Pteropus poliocephalus"
"5460","18752",71810163.9935578,"Pteropus pselaphon"
"5465","18753",57993958675.6372,"Pteropus pumilus"
"5480","18754",30622523557.5141,"Pteropus rayneri"
"5500","18755",110931389.438466,"Pteropus rodricensis"
"5501","18756",185368314810.847,"Pteropus rufus"
"5502","18757",20148238213.6409,"Pteropus samoensis"
"5516","18758",3033575195564.28,"Pteropus scapulatus"
"5529","18759",2730910088.77769,"Pteropus seychellensis"
"5544","18760",3657496193.3134,"Pteropus speciosus"
"5553","18762",26749127552.786,"Pteropus temminckii"
"5556","18764",57841284811.9332,"Pteropus tonganus"
"5630","18765",180989330.283802,"Pteropus tuberculatus"
"5631","18766",1940626001978.04,"Pteropus vampyrus"
"5660","18767",16532637286.4684,"Pteropus vetulus"
"5662","18768",908531450.00619,"Pteropus voeltzkowi"
"5663","18769",13702956602.7768,"Pteropus woodfordi"
"5674","18773",1204593170.9831,"Pteropus loochoensis"
"5675","18847",130792064254.365,"Pudu mephistophiles"
"5676","18848",166426174974.27,"Pudu puda"
"5677","18868",22660248130350.5,"Puma concolor"
"5679","1888",11531274744762.3,"Apodemus agrarius"
"5680","18880",2971080651.6062,"Punomys lemminus"
"5681","1890",720401612572.801,"Apodemus chevrieri"
"5682","1891",1798566218735.1,"Apodemus draco"
"5683","1892",6066721939673.64,"Apodemus flavicollis"
"5685","1894",12707059532.6052,"Apodemus gurkha"
"5686","18942",926949308343.665,"Pygeretmus platyurus"
"5687","18943",3430875755704.72,"Pygeretmus pumilio"
"5688","18944",103074008707.259,"Pygeretmus zhitkovi"
"5689","18945",2957165719923.16,"Pygoderma bilabiatum"
"5690","1896",48562597874.764,"Apodemus hyrcanicus"
"5691","1897",536889579054.212,"Apodemus latronum"
"5692","1898",804373763156.534,"Apodemus mystacinus"
"5693","1899",8904772413030.55,"Apodemus peninsulae"
"5694","1900",347630589063.924,"Apodemus ponticus"
"5695","1901",112755032336.439,"Apodemus rusiges"
"5696","1902",33914896749.084,"Apodemus semotus"
"5697","1903",368742872132.294,"Apodemus speciosus"
"5711","1904",5002127465487.75,"Apodemus sylvaticus"
"5712","1905",7246038995806.33,"Apodemus uralensis"
"5713","1906",783330335910.119,"Apodemus pallipes"
"5714","1907",110824156071.59,"Apodemus alpicola"
"5715","1910",11591318419.9977,"Apomys datae"
"5716","1911",4399293483.46999,"Apomys hylocetes"
"5717","1912",94959732182.7173,"Apomys insignis"
"5718","1913",7898757638.78074,"Apomys littoralis"
"5719","1914",61956393856.3557,"Apomys microdon"
"5721","1915",47774032004.5247,"Apomys musculus"
"5724","1916",951477061.058665,"Apomys sacobianus"
"5725","1917",571340255.324826,"Apomys gracilirostris"
"5726","19306",160973791424.352,"Raphicerus melanotis"
"5727","19307",2462567731687.91,"Raphicerus sharpei"
"5728","19308",4047878955364.09,"Raphicerus campestris"
"5730","19318",3283060431.60298,"Rattus giluwensis"
"5732","19319",396302144.090988,"Rattus tawitawiensis"
"5733","19320",399964941.142522,"Rattus adustus"
"5734","19321",124978866414.733,"Rattus annandalei"
"5739","19322",2183638373643.88,"Rattus argentiventer"
"5741","19323",709869116.180374,"Rattus baluensis"
"5742","19324",2674204819.19717,"Rattus bontanus"
"5744","19325",1123801454.95862,"Rattus burrus"
"5745","19326",86055590464.1976,"Rattus colletti"
"5747","19327",4062507982.01925,"Rattus elaphinus"
"5749","19328",399964941.142522,"Rattus enganus"
"5750","19329",241325765077.084,"Rattus everetti"
"5751","1933",48155327.4876945,"Aproteles bulmerae"
"5752","19330",4966662487236.04,"Rattus exulans"
"5758","19331",17400277605.9929,"Rattus feliceus"
"5759","19333",486689491925.536,"Rattus fuscipes"
"5760","19334",748498366.119874,"Rattus hainaldi"
"5761","19335",168758238601.931,"Rattus hoffmanni"
"5763","19336",650572001.777284,"Rattus hoogerwerfi"
"5764","19337",5155669558.3091,"Rattus jobiensis"
"5768","19338",2348927586.32356,"Rattus koopmani"
"5769","19339",455338665.435946,"Rattus korinchi"
"5770","19340",365095838266.365,"Rattus leucopus"
"5771","19341",2038642088604.04,"Rattus losea"
"5772","19342",6004261157.192,"Rattus lugens"
"5773","19343",260764539041.386,"Rattus lutreolus"
"5774","19345",93655513931.6489,"Rattus marmosurus"
"5775","19346",5016035372.06069,"Rattus mindorensis"
"5776","19347",159211626.647919,"Rattus mollicomulus"
"5777","19348",345896931.850643,"Rattus montanus"
"5779","19349",51171652393.6326,"Rattus mordax"
"5787","19350",22281507824.0637,"Rattus morotaiensis"
"5790","19352",3665292885950.36,"Rattus nitidus"
"5793","19353",19191485730921.2,"Rattus norvegicus"
"5798","19354",34947820268.1699,"Rattus novaeguineae"
"5799","19355",6032165364.09317,"Rattus osgoodi"
"5800","19356",1092555735.64095,"Rattus palmarum"
"5801","19357",2348927586.32356,"Rattus pelurus"
"5802","19358",310739948841.688,"Rattus praetor"
"5805","19359",55873444.6014526,"Rattus ranjiniae"
"5806","19360",28316841869554.8,"Rattus rattus"
"5811","19361",1747879174136.64,"Rattus andamanensis"
"5812","19362",1831204915.07361,"Rattus simalurensis"
"5813","19363",258375978343.383,"Rattus sordidus"
"5814","19364",234808036425.314,"Rattus steini"
"5815","19365",261766267.539472,"Rattus stoicus"
"5816","19366",9717400029035.54,"Rattus tanezumi"
"5820","19367",381320031.35321,"Rattus timorensis"
"5821","19368",1495112482538.4,"Rattus tiomanicus"
"5832","19369",762535618688.314,"Rattus tunneyi"
"5833","19370",1957430214519.81,"Rattus pyctoris"
"5834","19371",2155750144389.03,"Rattus villosissimus"
"5835","19372",15866833722.8771,"Rattus xanthurus"
"5836","19376",1335699565166.81,"Ratufa affinis"
"5840","19377",2557025456080.27,"Ratufa bicolor"
"5850","19378",355292136820.054,"Ratufa indica"
"5851","19381",31799488834.56,"Ratufa macroura"
"5852","19390",4764551855867.61,"Redunca arundinum"
"5855","19391",1044828941985.17,"Redunca fulvorufula"
"5858","19392",5901393232282.88,"Redunca redunca"
"5859","19399",1191445428700.19,"Reithrodon auritus"
"5860","19401",971652354.501402,"Reithrodontomys raviventris"
"5862","19402",20841434857.0303,"Reithrodontomys brevirostris"
"5863","19403",51583308562.6884,"Reithrodontomys burti"
"5864","19404",53802406852.1143,"Reithrodontomys chrysopsis"
"5865","19405",12286379715.1208,"Reithrodontomys creper"
"5866","19406",43587412741.5801,"Reithrodontomys darienensis"
"5867","19407",2632629722720.9,"Reithrodontomys fulvescens"
"5868","19408",325050230288.821,"Reithrodontomys gracilis"
"5869","19409",8316995937.57655,"Reithrodontomys hirsutus"
"5870","19410",5116788755953.31,"Reithrodontomys megalotis"
"5871","19411",540022717770.123,"Reithrodontomys mexicanus"
"5872","19412",77649984186.0457,"Reithrodontomys microdon"
"5873","19413",1846897398836.49,"Reithrodontomys montanus"
"5874","19414",236339841.020373,"Reithrodontomys paradoxus"
"5875","19415",1719802410.51539,"Reithrodontomys rodriguezi"
"5876","19416",488275018.314581,"Reithrodontomys spectabilis"
"5877","19417",328552258277.016,"Reithrodontomys sumichrasti"
"5878","19418",13659636147.0159,"Reithrodontomys tenuirostris"
"5879","19419",211192084055.048,"Reithrodontomys zacatecae"
"5880","19436",3275619876890.6,"Rhabdomys pumilio"
"5881","19454",119221132501.199,"Rhagomys rufescens"
"5882","19474",732598545460.939,"Rheithrosciurus macrotis"
